Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
missthaing13,0.0,1.0,1.0
itouchapps4free,0.0,1.0,1.0
Gooeys,0.0,1.0,1.0
JeffLeJeune,0.0,1.0,1.0
gitzengirl,0.0,1.0,1.0
frankiehero,1.0,0.0,1.0
keellsiii,1.0,0.0,1.0
hergeek,0.0,1.0,1.0
mhj_619,0.0,1.0,1.0
skaterchick02,0.0,1.0,1.0
WeLikeToShareIt,0.0,1.0,1.0
irenezhang,0.0,2.0,2.0
Jean_o,0.0,2.0,2.0
Vlangham,0.0,1.0,1.0
writefly,0.0,1.0,1.0
RockStarMommy77,1.0,0.0,1.0
Jayme1988,2.0,4.0,6.0
Killandra,0.0,1.0,1.0
princessv1983,0.0,1.0,1.0
TheNudel,0.0,1.0,1.0
Slayergirl64,1.0,0.0,1.0
latinabeatz,0.0,1.0,1.0
benolicious,1.0,0.0,1.0
fadiputra,0.0,1.0,1.0
chelschaos,0.0,1.0,1.0
Em_rules_you,0.0,1.0,1.0
gumpp09315,0.0,1.0,1.0
eysies,0.0,1.0,1.0
Becca_Bumblebee,0.0,1.0,1.0
MariamUAE,1.0,1.0,2.0
phpfunk,0.0,1.0,1.0
jesswags,1.0,0.0,1.0
juicyincouture,0.0,1.0,1.0
Chrisintheshell,1.0,0.0,1.0
Molly_Adams7,0.0,1.0,1.0
RaraACTIVE,2.0,0.0,2.0
slove928,0.0,1.0,1.0
BryanOXYGeN,0.0,1.0,1.0
LiteraryNobody,0.0,1.0,1.0
KaanErturk,0.0,1.0,1.0
natalieannem,2.0,1.0,3.0
pandapoonage,0.0,1.0,1.0
Natalichka,0.0,3.0,3.0
blk87,1.0,0.0,1.0
farahato,1.0,0.0,1.0
danxcore,0.0,1.0,1.0
freosan,1.0,1.0,2.0
eclecticmoi,1.0,0.0,1.0
omewan,0.0,1.0,1.0
hazelgreenluv,1.0,0.0,1.0
jessicatudor,0.0,1.0,1.0
jaideeh,1.0,1.0,2.0
Isa_483,0.0,1.0,1.0
itskristal,3.0,0.0,3.0
babeonblades,1.0,0.0,1.0
gracesmith,0.0,1.0,1.0
Metal_Rocks,0.0,1.0,1.0
LunaJune,0.0,2.0,2.0
enigmacs,0.0,1.0,1.0
Soophiiieee,0.0,1.0,1.0
eavercoe,0.0,1.0,1.0
4chanbot,0.0,1.0,1.0
eddiedejesus,0.0,1.0,1.0
pcornqueen,0.0,2.0,2.0
OCluver93,0.0,1.0,1.0
bunki311,0.0,1.0,1.0
Stephie_Lupin,1.0,1.0,2.0
authenticstyle,0.0,2.0,2.0
hypnoticyogi,1.0,0.0,1.0
OmgATiger,1.0,0.0,1.0
ijackr,1.0,0.0,1.0
bakasan,0.0,1.0,1.0
Julia_Heart,0.0,1.0,1.0
hawaiikaos2,1.0,0.0,1.0
Riginal_Zin,0.0,1.0,1.0
LBOI,1.0,0.0,1.0
JessMcFlyxxx,1.0,1.0,2.0
RAWRachael,1.0,0.0,1.0
CaitlinG17,0.0,1.0,1.0
lillygrace,0.0,1.0,1.0
Michaelaax,0.0,1.0,1.0
melanie_susan,0.0,3.0,3.0
monikalovesuu93,0.0,1.0,1.0
renele,1.0,0.0,1.0
prajwalit,0.0,1.0,1.0
haleydianne,0.0,1.0,1.0
ladiimmfm,0.0,1.0,1.0
yayazen,0.0,1.0,1.0
danijanerodgers,1.0,0.0,1.0
kailaengland,1.0,0.0,1.0
tsarnick,5.0,1.0,6.0
ChristineEide,0.0,1.0,1.0
tashi316,0.0,1.0,1.0
optimismlover,1.0,0.0,1.0
creation2k5,0.0,1.0,1.0
AngelsMind,0.0,1.0,1.0
Tarrakins,1.0,0.0,1.0
essencerenata,0.0,1.0,1.0
lyndalpn,1.0,1.0,2.0
xquisitXD,1.0,0.0,1.0
aneehan,0.0,1.0,1.0
spiralhosting,1.0,0.0,1.0
PaulieSnowball,0.0,1.0,1.0
Samantha720,0.0,1.0,1.0
SweetHeartAggie,1.0,1.0,2.0
eastcoast76,0.0,1.0,1.0
tonerr113307,0.0,1.0,1.0
caibarra,0.0,1.0,1.0
samshatarah,0.0,1.0,1.0
pagan_spell,1.0,1.0,2.0
petteflet,0.0,2.0,2.0
uliha,1.0,0.0,1.0
fittorrent,0.0,1.0,1.0
BertzEn,0.0,1.0,1.0
KwlAznKid,1.0,0.0,1.0
thermidor101,0.0,1.0,1.0
Milseyworks,1.0,0.0,1.0
nickgravelyn,0.0,1.0,1.0
sheonpoint,0.0,1.0,1.0
antonettearco,0.0,1.0,1.0
Paul_Berney,1.0,0.0,1.0
biancapastrana,0.0,1.0,1.0
rote_kirsche,1.0,0.0,1.0
Kaitlin_x,1.0,0.0,1.0
anaderol1977,0.0,1.0,1.0
nuiko,1.0,0.0,1.0
depping,0.0,1.0,1.0
nataliehitz,0.0,1.0,1.0
Summer_jane,0.0,1.0,1.0
Billy3G,0.0,2.0,2.0
xtineee,1.0,0.0,1.0
MissSpatz,2.0,0.0,2.0
rosenys,1.0,0.0,1.0
hellosascha,1.0,0.0,1.0
wude72,0.0,1.0,1.0
bygirl,2.0,0.0,2.0
trudietess,0.0,1.0,1.0
chickenroyal,0.0,1.0,1.0
SUGARvampchick,1.0,2.0,3.0
dannyb1984,0.0,1.0,1.0
qbee_05,1.0,0.0,1.0
Boddingtons,1.0,2.0,3.0
Rodreegez,0.0,1.0,1.0
Katet1991,1.0,0.0,1.0
okiemomof2,0.0,1.0,1.0
rumparooz,1.0,0.0,1.0
TheNotoriousJEN,0.0,1.0,1.0
abeoisbunk,2.0,0.0,2.0
shelbysnyder,0.0,1.0,1.0
lil1cutie,0.0,1.0,1.0
Mariahhh_x,0.0,1.0,1.0
kevmer,0.0,1.0,1.0
aikku,1.0,0.0,1.0
akaJavier,0.0,1.0,1.0
nikkatron,0.0,1.0,1.0
tashanzac,0.0,1.0,1.0
KayleeBDodson,1.0,0.0,1.0
theREAL_MikeB,0.0,1.0,1.0
claudiamcfly,0.0,1.0,1.0
minitrucker,1.0,0.0,1.0
arockkk,1.0,0.0,1.0
dN_redNests,0.0,1.0,1.0
mediasosial,0.0,1.0,1.0
OfficialAmandaM,0.0,2.0,2.0
shiryen,1.0,0.0,1.0
sanny_jb,1.0,0.0,1.0
MyInnerJuCJuice,0.0,1.0,1.0
wolfcat,1.0,0.0,1.0
iHilary,0.0,1.0,1.0
anuragu,0.0,1.0,1.0
sweetali20,0.0,2.0,2.0
Lucky_you33,1.0,1.0,2.0
akojen,3.0,2.0,5.0
StephanScholten,1.0,0.0,1.0
sharkness,0.0,1.0,1.0
AnePires,0.0,1.0,1.0
jnelski,0.0,1.0,1.0
adorablyapples,0.0,1.0,1.0
caityyyyyy,1.0,0.0,1.0
rileysayseatme,0.0,1.0,1.0
Fingaz_McGee,0.0,1.0,1.0
samanatrix,1.0,0.0,1.0
nicolecrone,0.0,1.0,1.0
willgresham,0.0,2.0,2.0
GustopherWorld,1.0,0.0,1.0
FoOie,1.0,0.0,1.0
destroyerofwrld,0.0,1.0,1.0
sarahkashif,0.0,1.0,1.0
therealsecret,1.0,0.0,1.0
queritor,0.0,1.0,1.0
sssassi,0.0,1.0,1.0
wigglejewellery,0.0,1.0,1.0
PrettyLilJennny,1.0,0.0,1.0
brittallen3,1.0,0.0,1.0
zhenjl,0.0,1.0,1.0
fknfate,0.0,1.0,1.0
Poynter_Jones_x,0.0,1.0,1.0
nadapranidya,0.0,1.0,1.0
Jovi_Jonas,0.0,1.0,1.0
magzzxo,0.0,1.0,1.0
JimAyson,0.0,1.0,1.0
tinytornado1,0.0,1.0,1.0
MotoWife,0.0,1.0,1.0
teebutt,0.0,1.0,1.0
edgemy,0.0,1.0,1.0
rjpesigan,0.0,1.0,1.0
AmandaWoller,0.0,1.0,1.0
bryancheung,5.0,1.0,6.0
Haru2subS,0.0,1.0,1.0
GeorginaShuker,0.0,1.0,1.0
sicknastyalison,1.0,1.0,2.0
dontkilldingos_,1.0,0.0,1.0
lowster,1.0,0.0,1.0
_DINA,0.0,2.0,2.0
JBCrazy,1.0,0.0,1.0
samlovespaul,0.0,1.0,1.0
monomyth,1.0,0.0,1.0
MathieuTO,0.0,1.0,1.0
carlfarmer,1.0,0.0,1.0
uhhhdaisy,1.0,0.0,1.0
AsianRehab,0.0,1.0,1.0
johnefstathiou,1.0,0.0,1.0
karlkovacs,0.0,1.0,1.0
kalashnikitty,0.0,1.0,1.0
NinaPages,0.0,1.0,1.0
cynthia8350,0.0,1.0,1.0
ariellemarie91,1.0,0.0,1.0
Rightys_Curse,0.0,1.0,1.0
Nikkisurfs,0.0,1.0,1.0
RBlackbirdsong,1.0,0.0,1.0
neeke1,0.0,1.0,1.0
kcdogblog,0.0,1.0,1.0
PutriPratiwi,0.0,1.0,1.0
Vickibrightside,0.0,1.0,1.0
SierraJonasx26,0.0,1.0,1.0
karrock,0.0,1.0,1.0
pramsey,0.0,1.0,1.0
myohmylinh,1.0,0.0,1.0
GemmaCocker,0.0,1.0,1.0
vanessacolleen,1.0,0.0,1.0
Az84,1.0,0.0,1.0
Emmzpink,1.0,0.0,1.0
4ann2c,0.0,1.0,1.0
SamJ46,0.0,1.0,1.0
brittisafrican,0.0,1.0,1.0
deversum,1.0,0.0,1.0
Carmita_Guerra,1.0,0.0,1.0
MAYARH,1.0,0.0,1.0
gemmajaynee,1.0,0.0,1.0
laurenATLx3,0.0,1.0,1.0
sarahlynsey88,0.0,1.0,1.0
natinski,1.0,0.0,1.0
kate_elliot18,0.0,1.0,1.0
chrissiexox,0.0,1.0,1.0
dialtone_x,0.0,1.0,1.0
hitsheatherette,0.0,1.0,1.0
BIGJON86,1.0,0.0,1.0
janemeriwether,1.0,0.0,1.0
KendellRenee,0.0,2.0,2.0
qinghan,1.0,0.0,1.0
mamacapps,0.0,3.0,3.0
Ohkissme,0.0,1.0,1.0
Jaoibh,1.0,0.0,1.0
malcolmt,0.0,1.0,1.0
clairedarbos,0.0,1.0,1.0
chully,1.0,1.0,2.0
elallemand,0.0,1.0,1.0
Becky_x_x_,0.0,3.0,3.0
LaaurineJ,2.0,0.0,2.0
kristinkay26,0.0,1.0,1.0
plagueround,0.0,1.0,1.0
Venisejb,0.0,1.0,1.0
cunninghamster,0.0,1.0,1.0
robchristensen,1.0,0.0,1.0
zoeydecay,1.0,0.0,1.0
NovaWildstar,2.0,1.0,3.0
_BIGGZY_,1.0,0.0,1.0
andsoifell,1.0,0.0,1.0
KSdaisy,0.0,1.0,1.0
Ariesdancer,0.0,1.0,1.0
BarrieAbalard,0.0,1.0,1.0
_kn_,0.0,1.0,1.0
quadmom95,0.0,1.0,1.0
deannefl,1.0,1.0,2.0
Meehsa,0.0,1.0,1.0
KabbalahCntrSD,0.0,1.0,1.0
SweetAviv28,1.0,0.0,1.0
asaunders,0.0,1.0,1.0
hosea24hours,0.0,1.0,1.0
jessicatsang,1.0,1.0,2.0
WandaWidth,0.0,2.0,2.0
Telana,0.0,1.0,1.0
sssarahfoxyyy,1.0,0.0,1.0
rhysjh1,0.0,1.0,1.0
InePine,1.0,0.0,1.0
aknittingjunkie,0.0,1.0,1.0
Sophiabiabia,0.0,1.0,1.0
JLS_Press,0.0,1.0,1.0
lavenderplays,0.0,1.0,1.0
rebathediva,1.0,1.0,2.0
evandrob,0.0,1.0,1.0
Sims_Galore,0.0,2.0,2.0
lainarose,0.0,1.0,1.0
SumitPandey,1.0,0.0,1.0
Jenniferjade_,0.0,1.0,1.0
RPlusConsulting,0.0,1.0,1.0
dirkjohnson,1.0,1.0,2.0
zomgchocos,1.0,0.0,1.0
lindawarren,0.0,1.0,1.0
WayneAustin,1.0,0.0,1.0
AwkwardlyYours,0.0,1.0,1.0
Kadyxxx,1.0,0.0,1.0
Monza972,1.0,0.0,1.0
misskepik,1.0,0.0,1.0
Lilmonkey99,0.0,1.0,1.0
itsspecialK,0.0,1.0,1.0
kelseyleedotcom,0.0,1.0,1.0
_monkeyface,0.0,1.0,1.0
sianxmcfly,1.0,0.0,1.0
aah1981,0.0,1.0,1.0
ben_simpson,0.0,1.0,1.0
twerrd,0.0,1.0,1.0
liz_lynch,0.0,1.0,1.0
Sampuu,1.0,0.0,1.0
camnkenziesmum,0.0,1.0,1.0
vampirepeak,1.0,0.0,1.0
NatalieStovall,1.0,0.0,1.0
dindadodudu,0.0,1.0,1.0
kelownagurl,0.0,1.0,1.0
meeraMELODY,0.0,1.0,1.0
mmmich_,0.0,1.0,1.0
marcofrissen,1.0,0.0,1.0
PPMKatie,1.0,0.0,1.0
clem_h,0.0,1.0,1.0
pandamanda93,1.0,0.0,1.0
meganclair,0.0,1.0,1.0
liz,0.0,1.0,1.0
Ashley_Cline,1.0,1.0,2.0
nadia_maulida,1.0,0.0,1.0
baristabitch,0.0,1.0,1.0
commfarmkitchen,0.0,1.0,1.0
linnetwoods,2.0,3.0,5.0
NiiSSii,0.0,1.0,1.0
tweetles,0.0,2.0,2.0
mikeeddie,1.0,0.0,1.0
luscious_loulou,1.0,0.0,1.0
Denissahady,1.0,0.0,1.0
celchin,0.0,1.0,1.0
MelinaPlaza,0.0,2.0,2.0
ValleyGurl,1.0,0.0,1.0
gr_magazine,0.0,1.0,1.0
andrew_mcgowan,0.0,1.0,1.0
nadhiyamali,1.0,1.0,2.0
LyndseyJayne,1.0,0.0,1.0
nowsourcing,1.0,0.0,1.0
neosolrkstr,0.0,2.0,2.0
liz_waller,0.0,1.0,1.0
caseysevenfold,1.0,0.0,1.0
Jae878,1.0,0.0,1.0
SyafiqBarnes,1.0,0.0,1.0
juztinxcore,0.0,1.0,1.0
Trina_Lawrence,1.0,0.0,1.0
meluhhneecando,1.0,0.0,1.0
Hanksclothing,0.0,1.0,1.0
Facenaughty,1.0,0.0,1.0
Adam__Carter,0.0,1.0,1.0
Nikkers,0.0,1.0,1.0
BloodyRoseProd,0.0,1.0,1.0
zparminter,0.0,1.0,1.0
Vivienne_Oxide,1.0,0.0,1.0
spoolimages,1.0,0.0,1.0
ecorrigan,0.0,1.0,1.0
DarkPiano,3.0,2.0,5.0
SarahAndTheShiz,0.0,1.0,1.0
caseorganic,1.0,0.0,1.0
Karenlom,1.0,0.0,1.0
shayylee,1.0,0.0,1.0
WillieCrawford,0.0,2.0,2.0
gazo69,1.0,0.0,1.0
kricket_rc234,1.0,0.0,1.0
cragchris,1.0,0.0,1.0
hopes_embraced,1.0,0.0,1.0
omowrites,0.0,1.0,1.0
svartling,1.0,0.0,1.0
BgirlShorty,0.0,1.0,1.0
DaVincisBlogLog,0.0,1.0,1.0
shades_of_blue,0.0,1.0,1.0
CaitySchagen4,0.0,1.0,1.0
AboutToCr4sh,0.0,1.0,1.0
lablii,1.0,0.0,1.0
rosegarance,1.0,0.0,1.0
Button84,1.0,0.0,1.0
Torawr,0.0,1.0,1.0
BenJam,1.0,0.0,1.0
AceMas21,0.0,1.0,1.0
o18eighteen,1.0,1.0,2.0
ikewii,1.0,0.0,1.0
Ayla_F,0.0,1.0,1.0
EverythingParis,1.0,0.0,1.0
xxmissmcflyxx,0.0,1.0,1.0
california_grl,0.0,1.0,1.0
alvinkeng,1.0,0.0,1.0
caracakesxoxo,1.0,0.0,1.0
JesusShow,1.0,0.0,1.0
mrgarbutt,1.0,0.0,1.0
lengap,0.0,1.0,1.0
SarahJayneTripp,0.0,1.0,1.0
Siobh_D,0.0,1.0,1.0
StDAY,3.0,2.0,5.0
jesseeeeee,1.0,0.0,1.0
mattmbr,0.0,1.0,1.0
ladylogan,0.0,1.0,1.0
kenzies_mommy,0.0,1.0,1.0
Zosie,1.0,0.0,1.0
brownbeansprout,0.0,1.0,1.0
Maxxxpower64,0.0,1.0,1.0
SofaerIMBA,1.0,0.0,1.0
RealDsmiff,0.0,1.0,1.0
monseyjacobs,0.0,1.0,1.0
JennyStarship,0.0,1.0,1.0
Hollehhh,1.0,0.0,1.0
jbrowny,0.0,1.0,1.0
KevinSumang,0.0,1.0,1.0
wafusichrist,0.0,1.0,1.0
ashalenia,0.0,1.0,1.0
xfftl8myheartx,1.0,1.0,2.0
angelkim17,1.0,0.0,1.0
Monitor_Lizard,0.0,1.0,1.0
MedBlogger,1.0,0.0,1.0
Mandazxo,0.0,1.0,1.0
alexgamela,1.0,0.0,1.0
pingpingss,1.0,1.0,2.0
RoseCullenHale,0.0,1.0,1.0
ReaFaceToFace,1.0,0.0,1.0
bex1210,1.0,0.0,1.0
woutervugt,1.0,0.0,1.0
djphrenzy,0.0,1.0,1.0
AtlzFinez,0.0,2.0,2.0
JonWitham,1.0,0.0,1.0
LeahMMonticue,0.0,1.0,1.0
katieoc,0.0,1.0,1.0
senthilnambi,1.0,0.0,1.0
CarolBomb,0.0,1.0,1.0
TopClassJay5,0.0,1.0,1.0
JasonBradbury,1.0,0.0,1.0
annaaa19,2.0,0.0,2.0
Jessicademo,0.0,1.0,1.0
uid0,0.0,1.0,1.0
jasnature,0.0,1.0,1.0
lameymacdonald,0.0,2.0,2.0
paddydee56,0.0,1.0,1.0
tinydancer2396,0.0,1.0,1.0
chaosrules88,1.0,0.0,1.0
gellinacion,1.0,0.0,1.0
vaygezblakk,1.0,0.0,1.0
aaronmterry,1.0,0.0,1.0
DameSmash,0.0,1.0,1.0
gannet_guts,0.0,1.0,1.0
Cristin_M,1.0,0.0,1.0
Mzmarymare,1.0,0.0,1.0
BEAUTIFULL308,0.0,1.0,1.0
FossesFollie,1.0,0.0,1.0
ggs_closet,0.0,1.0,1.0
mcwneks,1.0,0.0,1.0
charlief,1.0,0.0,1.0
chamiechamie,0.0,1.0,1.0
heykim,1.0,1.0,2.0
hannahbeex,1.0,0.0,1.0
reese,0.0,1.0,1.0
Pikkiboo,0.0,1.0,1.0
danahalsubagha,0.0,1.0,1.0
linuxkg100,1.0,0.0,1.0
odosbucket,0.0,1.0,1.0
reillyfies,1.0,0.0,1.0
jessicadickie,0.0,1.0,1.0
debbieseraphina,1.0,0.0,1.0
Maya84i,1.0,0.0,1.0
Marrick92,0.0,1.0,1.0
silkyninja,0.0,1.0,1.0
SooSpecial,1.0,0.0,1.0
docmurdock,0.0,1.0,1.0
mandiebear,0.0,1.0,1.0
JennFowler,0.0,1.0,1.0
AussieChick90,0.0,1.0,1.0
Kelliekk,1.0,1.0,2.0
becauseineedto,0.0,1.0,1.0
Wrathchild27,1.0,0.0,1.0
anyuhh,1.0,0.0,1.0
deborahcrooks,0.0,1.0,1.0
kikithegirl2012,0.0,1.0,1.0
xshelby320,0.0,1.0,1.0
juanguiano,0.0,1.0,1.0
HOTTVampChick,1.0,0.0,1.0
lizwoolly,0.0,1.0,1.0
metagaming,2.0,0.0,2.0
alla_timas,0.0,1.0,1.0
tweeteradder6,1.0,2.0,3.0
liinn,0.0,1.0,1.0
Goshwowgemma,1.0,0.0,1.0
bobgaron,0.0,1.0,1.0
Rikki_ND,0.0,1.0,1.0
GlynBarker,0.0,1.0,1.0
MandyBookLover,1.0,0.0,1.0
ilhabela,0.0,1.0,1.0
iamajeanius,1.0,0.0,1.0
Lauren122484,0.0,1.0,1.0
erasplaza,0.0,1.0,1.0
diiihazevedo,0.0,1.0,1.0
cameronasa,0.0,1.0,1.0
parabolic_z,0.0,1.0,1.0
wd8,0.0,1.0,1.0
susieblues,0.0,1.0,1.0
cosmicblaze,0.0,1.0,1.0
casealase,0.0,1.0,1.0
mean_b,0.0,1.0,1.0
hitthosekeys,1.0,0.0,1.0
THincAboutIT,0.0,1.0,1.0
JenClash,0.0,1.0,1.0
alex_mccoy,0.0,1.0,1.0
karral4,1.0,0.0,1.0
evannied,0.0,1.0,1.0
skateforjake,0.0,1.0,1.0
stinzitas,1.0,0.0,1.0
Ascendedsoul,1.0,0.0,1.0
istibe,0.0,1.0,1.0
Xboxking,0.0,1.0,1.0
yagraphic,1.0,0.0,1.0
lisbeet,1.0,0.0,1.0
george_brough,1.0,0.0,1.0
PlayboyManager,1.0,0.0,1.0
amandatumulty,0.0,1.0,1.0
PegasusAngel,0.0,1.0,1.0
niikamonroee,0.0,1.0,1.0
lauralawrah,1.0,0.0,1.0
nanyloah,0.0,1.0,1.0
huijuntan,1.0,0.0,1.0
steveswinsburg,0.0,1.0,1.0
TaylorHyatt,0.0,1.0,1.0
NancyLouiseII,0.0,1.0,1.0
macbookair15,0.0,2.0,2.0
zanderjaymz,0.0,1.0,1.0
xxKarlHenrikxx,1.0,0.0,1.0
jeremymeyers,1.0,0.0,1.0
prdmomy7,0.0,1.0,1.0
brykins,0.0,1.0,1.0
luthfandesmono,1.0,0.0,1.0
sammymandik,0.0,1.0,1.0
juliaamariee,0.0,1.0,1.0
st_shockhorror,1.0,0.0,1.0
vlsmith,0.0,1.0,1.0
kelleyonline,0.0,1.0,1.0
sissyto4,0.0,1.0,1.0
jessica_m_j,2.0,0.0,2.0
Ashleighmariie,1.0,0.0,1.0
michellecpa,0.0,2.0,2.0
karensugarpants,0.0,1.0,1.0
drawab,1.0,0.0,1.0
Despard,1.0,0.0,1.0
brojoghost,0.0,1.0,1.0
eldipablo,0.0,1.0,1.0
laurax4trees,0.0,1.0,1.0
ZeJuria,0.0,1.0,1.0
FridgeGargoyle,0.0,1.0,1.0
ellikadan2x,1.0,0.0,1.0
latissah,1.0,0.0,1.0
Lidomaggie510,0.0,1.0,1.0
traceydukes,0.0,1.0,1.0
mayi16,0.0,1.0,1.0
youngnik718,1.0,2.0,3.0
AssetsHKG,1.0,0.0,1.0
WayneLiew,0.0,1.0,1.0
bobe10er,0.0,1.0,1.0
rwbeagle,1.0,0.0,1.0
mizsedz,0.0,1.0,1.0
GermanAnvil,1.0,0.0,1.0
stephy,0.0,1.0,1.0
geeisthenewcool,0.0,2.0,2.0
imStephish,0.0,1.0,1.0
dcholland,3.0,0.0,3.0
runneyrani,1.0,0.0,1.0
simplyshannon,1.0,0.0,1.0
OHMYDAYSitsHayz,0.0,1.0,1.0
sejlaaa,0.0,1.0,1.0
Holdenpeter,0.0,1.0,1.0
rainrox10,0.0,1.0,1.0
firebirdhouse,0.0,1.0,1.0
musiclover_0827,0.0,1.0,1.0
Dancing_Flame,0.0,1.0,1.0
mdbraber,1.0,0.0,1.0
partywithgeoff,1.0,0.0,1.0
dojie,3.0,0.0,3.0
MarcusLloydAK,0.0,1.0,1.0
icheer24,0.0,1.0,1.0
Monkan74,1.0,0.0,1.0
uabewing,0.0,1.0,1.0
Shanell_Renae,1.0,0.0,1.0
Tylersharp77,0.0,1.0,1.0
tiagofgarcia,1.0,0.0,1.0
westlifepixie,1.0,2.0,3.0
eolai,1.0,0.0,1.0
donchowtacos,1.0,0.0,1.0
girlclumsy,1.0,0.0,1.0
Vab712,0.0,1.0,1.0
wayangtimes,0.0,1.0,1.0
inchoo,1.0,0.0,1.0
abisignorelli,1.0,0.0,1.0
laralee,0.0,1.0,1.0
ASecondOpinion0,0.0,1.0,1.0
arturOjs,0.0,1.0,1.0
PSDougles,0.0,1.0,1.0
hamishnmandy,1.0,0.0,1.0
heyyouknow,1.0,1.0,2.0
Maupertus,1.0,0.0,1.0
dubh,1.0,0.0,1.0
Anime81,2.0,1.0,3.0
Bebsterr,1.0,0.0,1.0
laurenkokinos,0.0,1.0,1.0
Medini,0.0,1.0,1.0
JBnVFCLover786,1.0,3.0,4.0
tweeteradder4,0.0,2.0,2.0
KevinBetch,1.0,0.0,1.0
S2KLionheart,1.0,0.0,1.0
orneryboy_comic,0.0,1.0,1.0
Twisuz,1.0,1.0,2.0
bbluesman,0.0,1.0,1.0
DianeMGallagher,0.0,1.0,1.0
Cuttersftbll,2.0,4.0,6.0
ahem,1.0,0.0,1.0
strawberiilab,1.0,0.0,1.0
Bazzaa,1.0,1.0,2.0
thebanoosh,0.0,1.0,1.0
jekirk,0.0,1.0,1.0
demilliken,1.0,0.0,1.0
July8th,0.0,1.0,1.0
carl,0.0,1.0,1.0
_kevinbeatty_,0.0,1.0,1.0
SparkNotes,0.0,1.0,1.0
rodneykeeling,0.0,1.0,1.0
lastupdate,1.0,0.0,1.0
SaltyJac,1.0,0.0,1.0
weezybeezy,0.0,1.0,1.0
BigAssBadger,0.0,1.0,1.0
lololindsay,0.0,1.0,1.0
dopeguhxfresh,0.0,3.0,3.0
nowamunkie,0.0,1.0,1.0
AverageUnderdog,0.0,1.0,1.0
samgillespie,1.0,1.0,2.0
thedjbook,0.0,1.0,1.0
kaaat187,0.0,1.0,1.0
sweetmexicangal,0.0,1.0,1.0
hollyalyxfinch,0.0,2.0,2.0
pritthish,0.0,1.0,1.0
lewis8000,1.0,0.0,1.0
MenJay,1.0,0.0,1.0
kevincastro,0.0,1.0,1.0
Isil_Loves_Mcr,2.0,0.0,2.0
iball12,0.0,1.0,1.0
iluvmybaby2231,0.0,1.0,1.0
filmnoirgirl,1.0,0.0,1.0
katieekayy,1.0,0.0,1.0
hey_its_mark,1.0,0.0,1.0
anaposomiau,1.0,0.0,1.0
Icecreamgirl20,0.0,1.0,1.0
sissicru,0.0,1.0,1.0
FoskettPhoto,0.0,1.0,1.0
epidaetia,1.0,0.0,1.0
DCBTV,2.0,0.0,2.0
blackbirdsings,1.0,0.0,1.0
DazzleMeThis,0.0,2.0,2.0
DevLano,1.0,1.0,2.0
DinhaLima,0.0,2.0,2.0
dangergianni,0.0,1.0,1.0
Th3PinkRabbit,1.0,0.0,1.0
PrettyE,0.0,1.0,1.0
junklekennedy,0.0,1.0,1.0
bojanpejic,1.0,0.0,1.0
scaliberharlem,0.0,1.0,1.0
jonwoodward,1.0,0.0,1.0
prismkitty,0.0,1.0,1.0
DANIELbeastRAWR,0.0,1.0,1.0
Baz69,1.0,0.0,1.0
taraw07,2.0,1.0,3.0
DionRodrigues,0.0,1.0,1.0
_richUK,0.0,1.0,1.0
oliver1978,0.0,1.0,1.0
TwistedHelen,0.0,2.0,2.0
FireLilyAMG,0.0,1.0,1.0
LulMiranda,1.0,0.0,1.0
cwelton,1.0,0.0,1.0
Evolittleboy,0.0,1.0,1.0
x3alexx,0.0,1.0,1.0
sandramjoll,1.0,0.0,1.0
hao_country,2.0,0.0,2.0
TerriCook,1.0,0.0,1.0
wtjs123,1.0,0.0,1.0
meducate,1.0,0.0,1.0
karixo,0.0,1.0,1.0
liviaokokok,0.0,1.0,1.0
Maya___,0.0,1.0,1.0
peterdtza,1.0,0.0,1.0
wieger88,1.0,0.0,1.0
crazylolli29,0.0,1.0,1.0
tololy,1.0,0.0,1.0
brtoon,0.0,1.0,1.0
MKell_USMCwife,0.0,1.0,1.0
JHOFFx,1.0,0.0,1.0
quietkarma,1.0,0.0,1.0
danielapoke,1.0,1.0,2.0
AbdullahB,1.0,0.0,1.0
TnCo,0.0,1.0,1.0
trishasales,1.0,0.0,1.0
HectorG09,0.0,1.0,1.0
androidlust,0.0,1.0,1.0
catherinedncr,0.0,1.0,1.0
gloom1st,1.0,0.0,1.0
vishalgangawane,1.0,0.0,1.0
ConversationAge,0.0,1.0,1.0
ANewLevel,0.0,1.0,1.0
soulgetsitright,1.0,0.0,1.0
Lauratu,0.0,1.0,1.0
zhanggq,0.0,1.0,1.0
iLuPJA,1.0,0.0,1.0
MsZandraH,0.0,1.0,1.0
nowthatsmint,2.0,1.0,3.0
LeoNetworks,0.0,1.0,1.0
ElisaC,0.0,1.0,1.0
KiaMorganSmith,0.0,1.0,1.0
Miss_Casey,1.0,0.0,1.0
AbbieKirwan,0.0,1.0,1.0
BeckiYagh,0.0,1.0,1.0
joshgard,0.0,1.0,1.0
Kikimagine,1.0,0.0,1.0
maizatulaliaa,0.0,1.0,1.0
Eliza_Monsalves,1.0,0.0,1.0
CeruleanArcher,1.0,0.0,1.0
lyricmelody,0.0,1.0,1.0
sbboricua,1.0,0.0,1.0
BringBackL0ve,0.0,1.0,1.0
SheenaShinigami,0.0,1.0,1.0
strangebob2,0.0,1.0,1.0
